Year,LocalityCode,LocalityName,Treatment,Plot,Method,Agrostis_capillaris,Alchemilla_glabra,Alchemilla_sp_,Alnus_incana,Andromeda_polifolia,Anemone_nemorosa,Anthoxanthum_odoratum,Aqonitium_lycoctonium,Athyrium_filix_femina,Avenella_flexuosa,Bare_ground,Bare_ground_branch,Betula_pendula,Betula_pubescens,Blechnum_spicant,Bryophyta,Calamagrostis_phragmitoides,Calamagrostis_sp,Calluna_vulgaris,Cares_flava,Carex_canescens,Carex_echinata,Carex_nigra,Carex_pallescens,Carex_pilulifera,Carex_sp_,Cerastium_fontanum,Chamaepericlymenum_suecicum,Chrysosplenium_alternifolium,Circium_heterophyllum,Cirriphyllum_piliferum,Cow_shit,Cystopteris_fragilis,Dactylorhiza_fuchsii,Dactylorhiza_maculata,Deschampsia_cespitosa,Dicranum_sp,Dryopteris_carthusiana,Dryopteris_expansa,Dryopteris_filix_mas,Empetrum_nigrum,Epilobium_angustifolium,Epilobium_hornemannii,Epilobium_montanum,Epilobium_sp_,Equisetum_arvense,Equisetum_pratense,Equisetum_sylvaticum,Eriophorum_angustifolium,Eriophorum_vaginatum,Festuca_sp,Filipendula_ulmaria,Fragaria_vesca,Galeopsis_sp_,Galeopsis_tetrahit,Geranium_sylvaticum,Geum_rivale,Geum_urbanum,Goodyera_repens,Gras_1,Gymnocarpium_dryopteris,Huperzia_selago,Hylocomiastrum_umbratum,Hylocomium_splendens,Hypericum_sp,Juniperus_communis,Lichens,Linnaea_borealis,Listera_cordata,Listera_ovata,Litter,Luzula_pilosa,Luzula_sp_,Lycopodium_annotinum,Maianthemum_bifolium,Marchantiophyta,Melampyrum_pratense,Melampyrum_sylvaticum,Melica_nutans,Milium_effusum,Molinia_caerulea,No_occurrence,Orthilia_secunda,Oxalis_acetosella,Phegopteris_connectilis,Picea_abies,Pinguicula_vulgaris,Pinus_sylvestris,Plagiochila_asplenioides,Plagiomnium_ellipticum,Plagiomnium_undulatum,Plagiothecium_laetum_curvifolium,Plagiothecium_undulatum,Pleurozium_schreberi,Poa_nemoralis,Poa_pratensis,Poaceae,Polytrichum_astrum,Pooideae_sp_,Potentilla_erecta,Ptilidium_ciliare,Ptilium_crista_castrensis,Pyrola_sp_,Ranunculus_acris,Ranunculus_repens,Rhodobryum_roseum,Rhytidiadelphus_loreus,Rhytidiadelphus_squarrosus_subpinnatus,Rhytidiadelphus_triquetrus,Rubus_chamaemorus,Rubus_idaeus,Rubus_saxatilis,Rumex_acetosa,Salix_caprea,Salix_sp_,Sciuro_hypnum_reflexum,Sciuro_hypnum_starkei,Selaginella_selaginoides,Solidago_virgaurea,Sorbus_aucuparia,Sphagnum_sp,Stellaria_graminea,Taraxacum_officinale,Trientalis_europaea,Vaccinium_myrtillus,Vaccinium_uliginosum,Vaccinium_vitis_idaea,Veronica_chamaedrys,Veronica_officinalis,Viola_sp_
2016,MAUB,Malvik,UB,1,Point_Intercept,,,,,,,,,,26,,,,13,,6,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,5,,,12,,,,,,,10,,,,2,4,,,,,,,,,,3,,,,,,,5,4,,,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,12,,9,,,
2016,MAUB,Malvik,UB,2,Point_Intercept,,,,,,,,,,23,,,,15,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,12,,,,,2,,,,,,,,,,,,,,,,,,6,,,,,,,,9,,,,,1,5,,,,,,,,,,,,,,,,1,2,,27,,,
2016,MAUB,Malvik,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAUB,Malvik,UB,3,Point_Intercept,,,,,,,,,,31,,,,7,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,10,,,,,,3,,,,,,,,,,,,,5,,,,2,,15,,,
2016,MAUB,Malvik,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAUB,Malvik,UB,6,Point_Intercept,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,1,,,9,,,,1,,,,,,,,,,,3,,26,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,6,,10,,,
2016,MAUB,Malvik,UB,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAUB,Malvik,UB,7,Point_Intercept,,,,,,,,,,9,,,,25,,3,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,4,,,,7,,,,6,,,,,1,3,,,,,,,,,,,,,,,,,1,,25,,,
2016,MAUB,Malvik,UB,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,MAUB,Malvik,UB,8,Point_Intercept,,,,,,,,,,30,,,,,,3,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,2,,,13,,,,4,,,,,,,,,,,,,1,,,,,,4,,,,,,,,13,,,,,,,,,,,,,,,,,,2,,,,,1,,12,,,
2016,MAUB,Malvik,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAUB,Malvik,UB,9,Point_Intercept,,,,,,,,,,13,,,,84,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,9,,,
2016,MAUB,Malvik,UB,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2016,MAUB,Malvik,UB,10,Point_Intercept,,,,,,,,,,31,,,,34,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,16,,,,,,,,,,,,,,,16,,,,,,,,3,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,3,,,4,,,
2016,MAUB,Malvik,UB,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,MAUB,Malvik,UB,4,Point_Intercept,,,,,,,,,,30,,,,,,4,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,2,,,12,,,,,3,,,,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,2,,13,,,
2016,MAUB,Malvik,UB,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAUB,Malvik,UB,5,Point_Intercept,,,,,,,,,,18,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,4,,,,,,,15,,,,3,,,,,,,,,,,20,,10,,,,,,4,,,,,,,,1,,,,,,1,,,,,,,,,,,,,8,,,,26,,4,,,
2016,FLB,Selbu_Flub,B,1,Point_Intercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLB,Selbu_Flub,B,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2016,FLB,Selbu_Flub,B,2,Point_Intercept,,,,,,,,,,21,,,,,,0,25,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,7,,21,4,,,,,,,,,,,,,1,,,,,,
2016,FLB,Selbu_Flub,B,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,FLB,Selbu_Flub,B,3,Point_Intercept,,,,,,,,,,42,,,,,,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,16,,,,,1,,,,,,,,,,14,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,1,,,,23,,8,,,
2016,FLB,Selbu_Flub,B,4,Observed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLB,Selbu_Flub,B,4,Point_Intercept,,,,,,,,,,13,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,12,,,,,,,,,,1,12,,,2,11,,6,,,
2016,FLB,Selbu_Flub,B,5,Point_Intercept,,,,,,,,,,56,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,6,1,,3,,,
2016,FLB,Selbu_Flub,B,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLB,Selbu_Flub,B,6,Point_Intercept,,,,,,,,,,30,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,11,,,,,,,,,,,,,,,60,,,,,,,8,,,,,,,,,3,,,,,9,,,16,,,,,,,,,,,,,,,5,,1,,,
2016,FLB,Selbu_Flub,B,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLB,Selbu_Flub,B,7,Point_Intercept,,,,,,,,,,60,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,12,2,,,,3,,1,,,,,,,,,,,,,1,,,,,,,,,,,14,,,,,,,,,6,,,,,,,,,9,,,,3,,,3,,,
2016,FLB,Selbu_Flub,B,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLB,Selbu_Flub,B,8,Point_Intercept,,,,,,,,,,20,,,,,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,14,,,,,,,,,,,,,,,,2,,,,,,,12,,,,3,1,,,,,,,,,,15,,,1,,,,2,,,,,3,,,,,,,,,,3,,19,,,,,,,,,,,8,,,2,7,,,,,
2016,FLB,Selbu_Flub,B,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLB,Selbu_Flub,B,9,Point_Intercept,,,,,,,,,,26,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20,,,,,,,,,,,12,,,3,1,,2,,,
2016,FLB,Selbu_Flub,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,FLB,Selbu_Flub,B,10,Point_Intercept,,,,,,,,,,41,,,,4,,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,11,,,,,,,,,,,16,,,1,,,,,,
2016,FLUB,Selbu_Flub,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,FLUB,Selbu_Flub,UB,6,Point_Intercept,1,,,,,,,,,31,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,15,,,,5,,2,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,9,4,,,,,
2016,FLUB,Selbu_Flub,UB,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,
2016,FLUB,Selbu_Flub,UB,1,Point_Intercept,,,,,,,,,,52,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,11,,,,,,,,,,,,,,,,10,,,,,,,14,4,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
2016,FLUB,Selbu_Flub,UB,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,
2016,FLUB,Selbu_Flub,UB,2,Point_Intercept,,,,,,,,,,60,,,,29,,0,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,6,,,,,,,,,,,,,,,,11,,,,,,,16,4,,,,,,,,,,,,,,27,,,,,,,,1,,,,,,,,4,,,,,,,,,1,,,,,,,,,16,,,,2,,,,,,
2016,FLUB,Selbu_Flub,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLUB,Selbu_Flub,UB,3,Point_Intercept,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,10,,,,,,2,,,,,,,,,,,,,,,,7,,,,,,,13,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,7,,,,,,,,,,,,,1,5,,7,,,
2016,FLUB,Selbu_Flub,UB,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLUB,Selbu_Flub,UB,4,Point_Intercept,,,,,,,,,,4,,,,540,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,6,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,2,10,,21,,,
2016,FLUB,Selbu_Flub,UB,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FLUB,Selbu_Flub,UB,5,Point_Intercept,,,,,,,,,,26,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,8,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,1,,,,,,,,,5,,,,,,,,,,,,,2,5,,3,,,
2016,FLUB,Selbu_Flub,UB,7,Point_Intercept,,,,,,,,,,19,,,,800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,,9,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5,2,,15,,,
2016,FLUB,Selbu_Flub,UB,8,Observed,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2016,FLUB,Selbu_Flub,UB,8,Point_Intercept,1,,,,,,,,,52,,,,2,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,16,,,,6,5,,4,,,,,,1,,52,,,4,,,,1,1,,,,,,,,1,,,,,,,,,12,,,,,,,,,7,,,,3,,,,,,
2016,FLUB,Selbu_Flub,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2016,FLUB,Selbu_Flub,UB,9,Point_Intercept,,,,,,,,,,37,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,12,,,,4,,,12,4,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,,,2,,,,,,,,,7,,,,4,1,,,,,
2016,FLUB,Selbu_Flub,UB,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,FLUB,Selbu_Flub,UB,10,Point_Intercept,,,,,,,,,,6,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,16,,,,,,,6,,,,,1,,,,,,,,,,24,,,,,,,,6,,,,,,,,16,,,,,3,,,,,,,,,,,,,3,,,,,15,,4,,,
2016,KLB,Selbu_kl,B,5,Observed,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,5,Point_Intercept,1,,,,,,,,,,1,,,,,3,,,2,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,12,,,,,9,,,,,1,,,,,,,,,,,,,5,,,,5,,,1,,,,,,,,,,,,,,,,,,,5,,,,,15,,21,,,
2016,KLB,Selbu_kl,B,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,6,Point_Intercept,1,,,,,,,,,,,,2,13,,7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,9,,,,,12,2,,,,,,,,,,,,,,,,,11,,,,2,,,,2,,,,,,,,,,,,,,,,,,,1,,,,27,,11,,,
2016,KLB,Selbu_kl,B,9,Observed,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2016,KLB,Selbu_kl,B,9,Point_Intercept,,,,,,,,,,,,,,3,,7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,8,,,,,11,2,,,,,,,,,,,,,,,,,12,,,,1,,,4,3,,,,,4,,,,,,,,,,,,,,,,,,20,,13,,,
2016,KLB,Selbu_kl,B,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,1,Point_Intercept,,,,,,,,,,,,,,18,,2,,,28,,,,,,,,,,,,,,,,,,1,,,,31,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,14,,,,,5,,,,,,,,,,,,,,,,,,4,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,27,,1,,,
2016,KLB,Selbu_kl,B,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,2,Point_Intercept,,,,,,,,,,,,,,,,10,,,4,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,14,,,,,,,,4,,,,,,,,,,,,,,,,,,,2,,,,28,,9,,,
2016,KLB,Selbu_kl,B,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,3,Point_Intercept,,,,,,,,,,,,,,19,,3,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,13,,,,,14,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,43,,6,,,
2016,KLB,Selbu_kl,B,4,Observed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,4,Point_Intercept,,,,,,,,,,,,,,7,,0,,,25,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,16,,,,,6,,,,,,,,,,24,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,3,,,,17,,11,,,
2016,KLB,Selbu_kl,B,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,7,Point_Intercept,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,25,,13,,,
2016,KLB,Selbu_kl,B,10,Observed,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLB,Selbu_kl,B,10,Point_Intercept,,,,,,,,,,6,,,,2,,6,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,9,,,,,5,,,,,,,,,,,,,,,,,,14,,,,,,,,7,,,,,,,,,,,,,,,,,,,3,,,,29,,19,,,
2016,KLB,Selbu_kl,B,8,Point_Intercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLUB,Selbu_kl,UB,2,Observed,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLUB,Selbu_kl,UB,2,Point_Intercept,,,,,,,,,,,,,,,,4,,,23,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,8,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,11,,,
